0.77938,0.71318,0.54571,0.55024,0.9726,0.96168,0.78107,0.75253,0.73251,0.60605,0.53553,0.33861,0.45975,0.73976,0.91611,0.79053,1
0.7267,0.64416,0.47692,0.46602,0.97244,0.96182,0.71628,0.70959,0.79091,0.5266,0.43493,0.28472,0.41052,0.67242,0.83123,0.72292,2
0.65291,0.5968,0.4488,0.43369,0.97018,0.95769,0.68405,0.58635,0.67315,0.4544,0.39619,0.25395,0.38758,0.63828,0.78353,0.6788,3
0.6259,0.56408,0.4316,0.41511,0.96931,0.95779,0.62215,0.55783,0.72381,0.46384,0.38437,0.23982,0.37175,0.61735,0.74831,0.64643,4
0.61134,0.53868,0.39947,0.37887,0.9682,0.95666,0.58872,0.52782,0.64734,0.40479,0.35479,0.21653,0.3566,0.59992,0.72393,0.62232,5
0.74318,0.71247,0.52548,0.49462,0.97337,0.967,0.78863,0.68921,0.81239,0.5986,0.55047,0.30128,0.44335,0.76079,0.89045,0.76777,1
0.70967,0.65414,0.49116,0.44976,0.97307,0.96619,0.72229,0.65163,0.82363,0.53543,0.5,0.30433,0.4194,0.69824,0.82797,0.71506,2
0.65136,0.61266,0.45756,0.41838,0.97029,0.96282,0.67934,0.5591,0.80699,0.50499,0.47334,0.29057,0.40054,0.66069,0.78556,0.67758,3
0.65271,0.5803,0.43837,0.40159,0.97018,0.95688,0.64885,0.58982,0.72341,0.47734,0.43403,0.26479,0.38474,0.63388,0.75394,0.64979,4
0.61029,0.55667,0.40598,0.37049,0.96894,0.95647,0.61106,0.50505,0.7215,0.46376,0.40429,0.24198,0.37082,0.61627,0.73237,0.62913,5
0.77464,0.72129,0.54289,0.50574,0.97411,0.96576,0.78989,0.72743,0.81454,0.59862,0.60147,0.32399,0.45021,0.77221,0.8949,0.76857,1
0.71277,0.66686,0.51011,0.44987,0.97305,0.9631,0.73967,0.65713,0.77931,0.53748,0.55354,0.33321,0.42895,0.7076,0.83156,0.71722,2
0.72197,0.62958,0.47131,0.42629,0.97218,0.95967,0.67113,0.66299,0.7785,0.48059,0.51415,0.31548,0.41261,0.67301,0.79113,0.68335,3
0.67072,0.59734,0.43757,0.38215,0.97018,0.95879,0.64971,0.5828,0.77026,0.45883,0.45543,0.28118,0.39688,0.64642,0.7621,0.65593,4
0.63932,0.57067,0.4148,0.35558,0.96798,0.95593,0.61945,0.54268,0.6477,0.43192,0.4273,0.26245,0.38126,0.62605,0.73805,0.63562,5
0.84638,0.78311,0.66481,0.64832,0.96741,0.94845,0.82476,0.83678,0.87804,0.68535,0.75351,0.47024,0.57065,0.79597,0.95556,0.83451,1
0.77368,0.70897,0.56002,0.5548,0.96408,0.94016,0.76502,0.73422,0.87018,0.57525,0.61994,0.37506,0.43701,0.69045,0.88131,0.75214,2
0.68484,0.63712,0.48,0.47488,0.96004,0.93245,0.69573,0.64036,0.80563,0.50012,0.48942,0.2951,0.35636,0.60618,0.79977,0.6688,3
0.63883,0.57831,0.42716,0.42895,0.95679,0.93398,0.62438,0.5448,0.78301,0.44528,0.40794,0.2446,0.30439,0.53945,0.72866,0.59567,4
0.57512,0.51971,0.38297,0.38045,0.95274,0.92895,0.56028,0.46445,0.75397,0.39995,0.34682,0.20812,0.26662,0.49398,0.67585,0.5379,5
0.79004,0.74127,0.61125,0.61652,0.9648,0.94503,0.78384,0.76684,0.8557,0.67902,0.68053,0.39634,0.47716,0.76847,0.94497,0.77966,1
0.72986,0.67211,0.53177,0.52704,0.95984,0.93726,0.71823,0.68789,0.82921,0.56472,0.5521,0.32834,0.37982,0.66707,0.86721,0.70228,2
0.67175,0.61165,0.46587,0.46171,0.95565,0.93277,0.65312,0.61442,0.79671,0.49658,0.46118,0.27266,0.3225,0.58824,0.7914,0.63257,3
0.60283,0.56139,0.42772,0.41997,0.95341,0.92813,0.59398,0.488,0.75485,0.44344,0.3864,0.23026,0.28335,0.53424,0.731,0.57341,4
0.56327,0.51388,0.37917,0.36698,0.94941,0.92386,0.54083,0.44931,0.7314,0.41161,0.32519,0.19517,0.25268,0.49083,0.6828,0.52493,5
0.78819,0.73714,0.61971,0.61805,0.96185,0.94688,0.7761,0.76336,0.86652,0.68225,0.6634,0.38695,0.4668,0.76605,0.95279,0.77065,1
0.72253,0.66602,0.52609,0.52528,0.95767,0.9361,0.70803,0.65358,0.82982,0.56821,0.55193,0.32082,0.3685,0.65894,0.87281,0.69256,2
0.66962,0.60891,0.46863,0.46575,0.95443,0.93146,0.64654,0.59239,0.78589,0.49398,0.45722,0.26779,0.31393,0.58459,0.7992,0.6234,3
0.59067,0.55819,0.41541,0.41215,0.95429,0.92677,0.58736,0.50052,0.76296,0.44119,0.37675,0.2229,0.27685,0.52935,0.73562,0.56584,4
0.54897,0.51363,0.37056,0.36097,0.9464,0.92222,0.53811,0.43227,0.72614,0.4018,0.32153,0.19163,0.24805,0.48713,0.68962,0.51951,5
0.79093,0.7336,0.6094,0.60036,0.96073,0.94315,0.7716,0.79378,0.87319,0.67627,0.65039,0.37668,0.45783,0.75974,0.95292,0.76284,1
0.73223,0.66498,0.51572,0.5051,0.95653,0.93511,0.7025,0.6736,0.80697,0.56077,0.54338,0.31483,0.36292,0.65687,0.87474,0.68692,2
0.64965,0.60813,0.45199,0.43314,0.95332,0.92677,0.6427,0.5824,0.78422,0.49098,0.4432,0.26158,0.31079,0.58197,0.80172,0.62046,3
0.60086,0.55915,0.40423,0.3721,0.94931,0.92222,0.58765,0.48396,0.74058,0.44343,0.37234,0.2202,0.27399,0.52877,0.74032,0.56376,4
0.5752,0.51587,0.37554,0.35328,0.94707,0.9253,0.53842,0.47111,0.75375,0.40385,0.31484,0.1895,0.24609,0.48713,0.69247,0.51723,5
0.84778,0.76807,0.7397,0.75053,0.96547,0.94564,0.8103,0.82338,0.87919,0.77707,0.68591,0.441,0.61404,0.79268,0.92794,0.83616,1
0.76365,0.67761,0.63802,0.64301,0.95824,0.93726,0.72068,0.73042,0.84395,0.67716,0.57586,0.35643,0.48581,0.69926,0.87212,0.75038,2
0.69463,0.59715,0.55114,0.55298,0.9502,0.92485,0.63169,0.6513,0.79658,0.58251,0.48446,0.29494,0.38693,0.61553,0.80488,0.66586,3
0.60678,0.52311,0.47532,0.47472,0.94393,0.92056,0.54506,0.52825,0.74734,0.49554,0.40998,0.24592,0.31056,0.53893,0.73248,0.58507,4
0.55447,0.46297,0.41035,0.41028,0.93705,0.91067,0.47093,0.44374,0.71979,0.41829,0.33998,0.20482,0.25332,0.46814,0.664,0.51106,5
0.80113,0.71647,0.70547,0.70975,0.95912,0.94725,0.75226,0.78141,0.86511,0.75417,0.62138,0.38648,0.5468,0.75788,0.91375,0.78824,1
0.74218,0.63636,0.61535,0.62094,0.9511,0.93146,0.66656,0.70189,0.82249,0.65181,0.53812,0.32579,0.44007,0.6702,0.85929,0.71007,2
0.65714,0.56694,0.53647,0.53236,0.94583,0.92677,0.58901,0.59018,0.76473,0.5604,0.46418,0.27847,0.35776,0.59302,0.79361,0.63298,3
0.59476,0.50507,0.46692,0.45645,0.93894,0.91793,0.5124,0.49824,0.78035,0.4855,0.3933,0.23502,0.29138,0.52114,0.72663,0.55981,4
